set_number,set_title,term,meaning,mnemonic,part_of_speech,example,synonyms
28,Set 28,Quandary,দ্বিধা,QUANT DARY (দেরি),,I was in a quandary about whether to go.,"dilemma, plight, predicament"
28,Set 28,Quarantine,আলাদা / পৃথক রাখা,QUA (কুয়া) RAN TIN,,The patient was kept in quarantine.,"segregate, insulate, alienate, isolate"
28,Set 28,Quibble,কৌশলে পরিহার / ঝগড়া / অহেতুক প্রশ্ন,numerous QUeries like buBBLe,,Let's not quibble over minor details.,"query, cavil, nitpicking, evasion, hedging"
28,Set 28,Ravages,ধ্বংসযজ্ঞ / লুটপাট,reVenGe like sAVAGE,,The ravages of time had spoiled her looks.,"ruin, wreckage, devastation, pillage"
28,Set 28,Recant,প্রত্যাহার করা,RE (আবার) vaCANT (খালি করা),,Officials ordered him to recant his statement.,"relinquish, forswear, repudiate, abjure"
28,Set 28,Redoubtable,ভীতিপ্রদ / দুর্ধর্ষ,RE DOUBT ABLE,,He is a redoubtable fighter.,"awe-inspiring, fearsome, daunting, alarming, resolute, doughty"
28,Set 28,Retiring,চাপা স্বভাবের / অবসরপ্রবণ,RE (আবার) TIRING (ক্লান্তিকর),,The retiring professor is stepping down next year.,"reticent, shrinking, timid, timorous"
28,Set 28,Shrill,উগ্র / তীক্ষ্ম আওয়াজ,SHRILL in tHRILL,,"She had a shrill, high-pitched voice.","penetrating, shattering, strident, squawky"
28,Set 28,Sophistry,কূটতর্ক,SOP তে HIStoRY লেখা,,No amount of sophistry can justify the intervention.,"equivocation, fallacy, quibble, paralogism"
28,Set 28,Substantiate,প্রমাণ করা,SUB (সব) TAN iniTIATE,,We have evidence to substantiate the allegations against them.,"authenticate, corroborate, vindicate, validate"
28,Set 28,Quash,দমন করা,sounds like sQUASH,,The police were brought in to quash the strike.,"reverse, veto, override, nullify, void, repudiate"
28,Set 28,Wily,ছলনাময় / কূটবুদ্ধিসম্পন্ন,WILling to Lie,,His wily plan recoiled on him.,"shrewd, guileful, disingenuous, devious, Machiavellian, astute, canny"
29,Set 29,Abscond,পালানো,ABSent in a SeCOND,,You cannot abscond from your responsibilities.,"vanish, escape, skip, flee"
29,Set 29,Apogee,সবচেয়ে দূরের / উচ্চতম বিন্দু,AP O GEE? (আপনিও?),,Her political career reached its apogee in the 1990s.,"climax, zenith, apotheosis, crest, culmination, summit, apex"
29,Set 29,Aspersion,কুৎসা / কলঙ্ক,ASs PERSON (গাধা বলে প্রচার),,I don't permit anyone to cast aspersions on my friend.,"vilification, decrial, denigration, slander"
29,Set 29,Bawdy,হাস্যকরভাবে অশ্লীল,rAWDY film is funny but vulgar,,They were drunk and singing bawdy songs.,"ribald, unseemly, salacious, coarse"
29,Set 29,Chagrin,অস্বস্তি / বিরক্তি (মন খারাপ করা),CHA GReeN (বিস্বাদ গ্রিন টি),,She felt chagrin at being rejected.,"pique, vexation, exasperation, ire, mortification"
29,Set 29,Collude,ষড়যন্ত্র করা,CaLL your dUDE (চক্রান্তে),,The two firms colluded to fix prices.,"plot, cabal, connive, intrigue"
29,Set 29,Commiserate,সহানুভূতি দেখানো,COM (কমানো) MISERATE (দুঃখ),,I commiserate with you on the loss of your mother.,"sympathize, comfort, console, solace"
29,Set 29,Conflagration,বিধ্বংসী অগ্নিকাণ্ড,CONstruction FLAG upGRAdaTion,,A tiny spark is enough for a conflagration.,"inferno, firestorm, holocaust, blaze"
29,Set 29,Contretemps,দুর্ঘটনা / কথা কাটাকাটি,CONcrETE MPS গতিতে ধাক্কা,,They have been ignoring me since our last contretemps.,"squabble, barney, mishap, tiff"
29,Set 29,Conviction,প্রত্যয় / রায়,CONVINced to get the fICTION,,She spoke with great conviction.,"tenet, dogma, credo, judgement"
29,Set 29,Croon,গুনগুন করে গান করা,CROON CROON করে গান,,Mother was crooning to her baby.,"quaver, troll, carol, trill"
29,Set 29,Depose,পদচ্যুত করা,DE (সরানো) POSE (পদ),,The king was deposed by his people.,"dethrone, oust, overthrow, testify, aver"
29,Set 29,Detente,বিবদমান পক্ষের উত্তেজনা প্রশমন,DEcrease TENsion,,The two countries made the first move towards a détente.,"amity, concord, compromise, truce"
29,Set 29,Dowdy,আলুথালু / রুচিহীন,DOW (দ্বি) DY (দ্বি),,She felt dowdy next to the well-dressed guests.,"drab, frumpish, frumpy, shabby"
29,Set 29,Echelon,স্তর,E (এই) CHE aLONe (সর্বোচ্চ স্তরে),,She rose to the upper echelons of the company.,"grade, step, level, rank, stratum"
29,Set 29,Ennui,অবসাদ,an NU (National University) I,,He was suffering from third-degree ennui.,"tedium, lethargy, lassitude, languor"
29,Set 29,Expatiate,বিস্তৃতভাবে আলোচনা / লেখা,EX PATI ATE (বেশি কথা),,The lecturer expatiated on the causes of the war.,"expound, embellish, dilate on"
29,Set 29,Fraught,পরিপূর্ণ (দুশ্চিন্তা/ঝুঁকিতে),FRAUGHT opposite of dRAUGHT,,Their marriage has been fraught with difficulties.,"distraught, agitated, frantic, laden"
29,Set 29,Fulcrum,অবলম্বন / ভারবিন্দু,FULly like a CRane,,The fulcrum of this balance has shifted.,"pivot, kingpin, centre"
29,Set 29,Imbroglio,তালগোল-পাকানো জটিলতা,"I'M BROke, তাও GLIO",,The company was caught in a legal imbroglio.,"predicament, plight, quandary, complication"
29,Set 29,Jocund,স্ফূর্তিবাজ,JOke at the eND of every line,,Their hearts were jocund.,"exuberant, ebullient, blithe, buoyant"
29,Set 29,Languish,নিস্তেজ হওয়া,ল্যাং আর উষ্টা খেয়ে দুর্বল,,He continued to languish in prison.,"wilt, wane, decay, weaken"
29,Set 29,Nadir,চরম দুরবস্থা,নাদির শাহ্‌র অবস্থা,,The team hit its nadir after five straight losses.,"zero, the pits, rock-bottom, the depths"
29,Set 29,Nimble,ক্ষিপ্রগতি,garment workers have nimble fingers,,Bangladeshi garment workers have nimble fingers.,"deft, dexterous, adroit, agile"
29,Set 29,Ominous,অমঙ্গলজনক,Ohhh! MINUS (সূচক মাইনাস),,This ominous warning soon proved prophetic.,"dire, menacing, baleful, forbidding"
29,Set 29,Outlandish,উদ্ভট / বিদেশী,OUT of LAND DISH,,He wore an outlandish outfit of pink pants and green sneakers.,"idiosyncratic, zany, quirky, unorthodox, alien"
29,Set 29,Propitious,শুভলক্ষণযুক্ত,PROfIT এর আভাস,,It was not a propitious time to start a new business.,"auspicious, apt, providential, optimistic"
29,Set 29,Prurient,কামুক,ain't PURE,,He took a prurient interest in the scandal.,"salacious, licentious, voyeuristic"
29,Set 29,Sadistic,নির্মম / অপরাধপ্রবণ,SAD in an artISTIC manner,,The villain had a sadistic streak.,"barbarous, bestial, fiendish, callous"
29,Set 29,Zenith,সর্বোচ্চ বিন্দু,sounds like জান্নাত,,The sun reaches its zenith at midday.,"acme, optimum, meridian, culmination"
30,Set 30,Aberrant,অবাধ্য / বিপথগামী,ABER (আবার) RANT (গলাবাজি),,His aberrant behavior at the party shocked everyone.,"divergent, quirky, singular, anomalous"
30,Set 30,Abide,মেনে চলা,A (একজনকে) BIDE (সহ্য করা),,They have got to abide by the rules.,"heed, endure, tolerate, respect"
30,Set 30,Bravado,বাহাদুরি / সাহসের বড়াই,BRAVE (সাহসী) DO (দুই নম্বর),,"'Don't threaten me,' she whispered with bravado.","machismo, bombast, rodomontade, swagger"
30,Set 30,Callow,অনভিজ্ঞ / অর্বাচীন,CALiber is LOW,,He was a callow youth when he joined the newspaper.,"artless, green, jejune, raw"
30,Set 30,Capitulate,আত্মসমর্পণ করা,CAPITAL ATE (দখল হলে),,The enemy was warned to capitulate or face annihilation.,"accede, crumble, acquiesce, relent"
30,Set 30,Cogitate,গভীরভাবে চিন্তা করা,lazy brains hesitate to COGITATE,,He is cogitating upon some means of revenge.,"contemplate, dwell, cerebrate"
30,Set 30,Deportment,চালচলন,DEPaRTMENT দেখলেই DEPORTMENT,,He maintained a bold deportment.,"posture, etiquette, gait, bearing"
30,Set 30,Extemporize,উপস্থিত বক্তৃতা / প্রস্তুতি ছাড়া কথা বলা,EX TEMPO RIsE,,He lost his notes and had to extemporize.,"improvise, ad lib, play it by ear"
30,Set 30,Factious,সংখ্যাগরিষ্ঠের সাথে ভিন্নমত পোষণকারী,FACToRy workers aren't FACTIOUS,,The party was weakened by factious infighting.,"seditious, discordant, tumultuous, turbulent, dissident"
30,Set 30,Fallow,পতিত জমি / ফেলে রাখা,FALL (পড়া) LOW (নিচু),,"After a fallow period, Bangla literature came back strongly.","dormant, virgin, inert, stagnant"
30,Set 30,Feint,ছল / ভান করা,Fake EINsTein,,"The boxer made a feint with his left, then struck with his right.","hoax, ploy, contrivance, machination"
30,Set 30,Flagrant,জঘন্য / প্রকট,FLAG নিয়ে RANT করার মত জঘন্য,,Telling the secret was a flagrant breach of trust.,"complete, conspicuous, naked, patent, brazen, audacious"
30,Set 30,Gratuitous,অকারণ / অহেতুক,GRe TUTion is unnecessary,,His films are full of gratuitous violence.,"wanton, indiscriminate, unreasoning, voluntary, excessive"
30,Set 30,Grovel,চাটুকারিতা করা,"for GROwing wELl, bow down",,I don't grovel to anybody.,"creep, cringe, flatter, blandish"
30,Set 30,Indecorous,অশোভন,IN (না) DECORated / DECORUm,,He felt something indecorous in her proposal.,"inapt, unseemly, unbecoming, undignified"
30,Set 30,Intrigue,চক্রান্ত / উসকানি দেওয়া,eNTRy like a GUE (গুঁই সাপ),,He intrigued to sell his novel by manipulating the best-seller lists.,"conniving, tantalize, rivet, lure"
30,Set 30,Nominal,নামমাত্র,NaMe MINimAL,,Water is supplied at a nominal cost.,"minuscule, symbolic, trifling, token"
30,Set 30,Obdurate,অবাধ্য / একগুঁয়ে,OBaiDUl কাদের,,He remained obdurate despite our pleas.,"obstinate, inexorable, wilful, intransigent"
30,Set 30,Obstreperous,বেয়াড়া,OBS STeREO PER US,,"After a couple of shots, he became obstreperous.","unruly, clamorous, raucous, unbridled"
30,Set 30,Odious,বিশ্রী / ঘৃণ্য,O (zero) DIO (দিও) US,,The dictator's regime was odious to its people.,"repugnant, abhorrent, putrid, loathsome"
30,Set 30,Plucky,সাহসী,Ram PLUCKed LUCKY from the roof,,The plucky little dog chased off the intruder.,"intrepid, stalwart, stout, valiant"
30,Set 30,Precocious,ইঁচড়ে পাকা / অকালপক্ব,PRE COnCIOUS (আগেই বুঝে),,Margaret was always a precocious child.,"mature, gifted, advanced, quick"
30,Set 30,Remuneration,পারিশ্রমিক,MoNEYration (টাকা দেওয়া),,Generous remuneration is often attached to overseas postings.,"salary, stipend, honorarium, remittance"
30,Set 30,Slovenly,অপরিচ্ছন্ন / অগোছালো,SLOVENians don't take bath,,His slovenly appearance cost him the job.,"scruffy, raunchy, rumpled, unkempt"
30,Set 30,Soliloquy,নিজের সাথে কথা বলা,SOLO (একা) LOQUa (কথা),,Hamlet delivers a famous soliloquy alone on stage.,"monologue, oration, spiel"
30,Set 30,Spurn,অপমান করা / অনুমোদন না করা,sounds like bURN,,She spurned his offer of help.,"repudiate, disdain, scorn, repulse"
30,Set 30,Stolid,নির্লিপ্ত,STOne LIke,,"He's a very stolid, serious man.","lethargic, torpid, placid, phlegmatic"
30,Set 30,Temerity,দুঃসাহস / ধৃষ্টতা,সরকারি TEnder নেওয়ার MERIT,,He had the temerity to call her a liar!,"impudence, impertinence, audacity, nerve"
30,Set 30,Tenuous,ক্ষীণ,TEN of U = One of US,,He has a tenuous grasp of reality.,"insubstantial, gossamer, fragile, nebulous"
30,Set 30,Verve,উদ্যম / কর্মশক্তি,energetic like a VERb,,The dancers performed with great verve.,"elan, vivacity, buoyancy, animation"
